"Numero de département","Numéro agrément/Approval number","SIRET","Raison SOCIALE - Enseigne commerciale/Name","Adresse/Adress","Code postal/Postal code","Commune/Town","Catégorie/Category","Activités associées/Associated activities","Espèce/Specy"
"69","69.243.004","38774449300058","AGIS","ZA DU CANTUBAS LE CANTUBAS","69170","TARARE","PP","",""
"69","69.248.001","35053399800018","GAEC ROCHER","MARNAND LES PLACES","69240","THIZY LES BOURGS","PP","I(CP)",""
"69","69.249.001","78840937300024","VALANSOT - SALAISONS DE THURINS","LE PLAT 17 RTE D'YZERON","69510","THURINS","PP","",""
"69","69.256.005","37827387400016","SOKHA"," 13 AV KARL MARX","69120","VAULX-EN-VELIN","PP","",""
"69","69.256.149","43333517100016","PRESTAL SARL"," 10 RUE LOUIS DUCLOS","69120","VAULX-EN-VELIN","PP","",""
"69","69.256.251","42047017100042","CANNELLE ET PIMENT"," 15 RUE AUGUSTE RENOIR","69120","VAULX-EN-VELIN","PP","RC(CUISCEN)",""
"69","69.259.002","38876876400010","CHARCUTERIE ANSELME SA","ZONE INDUSTRIELLE 6 RUE MARIUS VIVIER-MERLE","69200","VENISSIEUX","PP","I(CP);V(MP)",""
"69","69.270.001","44141032100026","SOCIETE NOUVELLE ROGER DE LYON"," ZI LE CHAPOTIN","69970","CHAPONNAY","PP","",""
"69","69.272.221","95750753600085","LUSTUCRU FRAIS","ZONE DU VAL DE CHARVAS 659 RUE ELSA TRIOLET","69360","COMMUNAY","PP","",""
"69","69.273.004","82980948200021","PASTACORP TRAITEUR"," 17 AV MONTMARTIN","69960","CORBAS","PP","",""
"69","69.273.007","30911292800051","VIABAT"," 19 RUE DU VERCORS","69960","CORBAS","PP","I(CP)",""
"69","69.273.009","43912201100018","SOCIETE NOUVELLE GAST"," 12 RUE DU VERCORS","69960","CORBAS","PP","I(CP)",""
"69","69.273.017","42476102100023","LA CENTRALE DES VIANDES GIROUD & PERRIER - LA TRESSE DU BOUCHER; LA CENTRALE DES VIANDES GIROUD & PERRIER"," 4 IMP DU RHONE","69960","CORBAS","PP","I(CP);II(CP);V(MP)",""
"69","69.273.027","97771036700029","LA FABRIQUE FRANCAISE"," 21 AV MONTMARTIN","69960","CORBAS","PP","",""
"69","69.282.001","95752010900043","VITACUIRE"," 14 RUE JEAN JAURES","69330","MEYZIEU","PP","",""
"69","69.283.002","84535505600027","RJM CONCEPTION"," 7 RUE DES PETITES BROSSES","69780","MIONS","PP","",""
"69","69.283.027","32426535400039","JOSEPH DE LYON"," RUE D ESPAGNE","69780","MIONS","PP","0(CS)",""
"69","69.292.001","52834012800032","RECEPTIONS DE LYON"," 6 BD DES MONTS D OR","69580","SATHONAY-CAMP","PP","VIII(PP)",""
"69","69.298.001","35034161600026","SARL QUENELLES LYONNAISES DESMARIS"," Z I  LE LOGIS NEUF","69780","TOUSSIEU","PP","",""
"69","69.299.001","34116934000021","SALAISONS COLOMBARDES - LES SAVEURS DE SAINT-EX"," 136 RUE DE L'AEROPOSTALE","69124","COLOMBIER-SAUGNIEU","PP","V(MP)",""
"69","69.303.015","41257562300043","NEWREST FRANCE - NEWREST FRANCE LYON"," AEROPORT LYON ST EXUPERY","69124","COLOMBIER-SAUGNIEU","PP","",""
"69","69.389.001","79059059000010","NORD SUD PRODUCTION"," 1 QUAI DU COMMERCE","69009","LYON 9EME","PP","",""
"69","69.389.290","79026343800034","LES QUENELLES DU SOLEIL"," 20 RUE BERJON","69009","LYON 9EME","PP","",""
"70","70.093.001","40778962700012","SOCIETE ANDRE BAZIN"," 1 RUE DE SAINTE MARIE","70300","BREUCHES","PP","V(MP)",""
"70","70.198.001","43960281400022","PLANET'BISON"," LA MARQUISE","70180","DAMPIERRE-SUR-SALON","PP","0(CS);I(CP);V(MP)",""
"70","70.213.003","98264186200015","SARL P.T.S"," 40 RUE DU TILLON","70300","EHUNS","PP","I(CP);II(CP);V(MP)",""
"70","70.245.041","67585024200057","GRANDES DISTILLERIES PEUREUX - INSTITUT GRIOTTINES"," 40 AV CLAUDE PEUREUX","70220","FOUGEROLLES-SAINT-VALBERT","PP","V(MP)",""
"70","70.258.003","42291327700022","HCS"," ZA LA ZOUZETTE","70300","FROIDECONCHE","PP","I(CP);II(CP);V(MP)",""
"70","70.428.017","53933170200024","ABATTOIR DE LA MOTTE"," RUE DU BOIS MOURLOT","70000","PUSEY","PP","I(CP);II(CP);I(SH);V(MP)",""
"71","71.004.001","95037924800020","FRAIRIE DE BOURGOGNE - LA FRAIRIE DE BOURGOGNE - LA FRAIRIE - EURO DISPAL"," CHEMIN DES QUECHES","71380","ALLERIOT","PP","VIII(PP)",""
"71","71.014.001","41692011400020","SICA DE L'ABATTOIR COMMUNAUTAIRE DU GRAND AUTUNOIS MORVAN"," 8 ROUTE DU BOIS DE SAPIN","71400","AUTUN","PP","I(CP);III(SH);I(SH);V(MP)",""
"71","71.014.083","52338800700016","SCEA DE RIVAULT - FERME DE RIVAULT","FERME DE RIVAULT 7 RUE PAUL CAZIN","71400","AUTUN","PP","II(CP);II(SH)",""
"71","71.056.001","31039150300029","LDC BOURGOGNE","ZONE INDUSTRIELLE ZONE INDUSTRIELLE BRANGES","71500","BRANGES","PP","II(CP);II(SH);V(MP)",""
"71","71.076.001","30070011900039","SALAISONS CHAMBADE","ZI SUD RUE LOUIS ALPHONSE POITEVIN","71100","CHALON-SUR-SAONE","PP","",""
"71","71.076.006","39098336900021","ASIA","Z I SUD 9 RUE GUSTAVE LEGRAY","71100","CHALON-SUR-SAONE","PP","",""
"71","71.106.001","19710018300015","LYCEE POLYVALENT JULIEN WITTMER"," 13 RUE DE CHAMPAGNY","71120","CHAROLLES","PP","",""
"71","71.158.004","42467952000033","MAITRE JACQUES"," 5719 ZI BOIS BERNOUX","71290","CUISERY","PP","I(CP);V(MP)",""
"71","71.212.028","81766239800012","BICHET DAVID - FERME BICHET","LIEU DIT CHAVANNE","71420","GENELARD","PP","I(CP);V(MP)",""
"71","71.242.013","52909916000028","CONVERGENCES 71 - ESAT FERME DE LA GUYE"," ","71460","JONCY","PP","",""
"71","71.270.012","84003892100028","TAKE EAT EASY"," 13 RUE DE LA DESERTE","71000","MACON","PP","VIII(PP)",""
"71","71.275.001","30573000400036","SOUFFERANT VIANDES"," Z I DE SAINT NIZIER","71110","MARCIGNY","PP","I(CP);II(CP);V(MP);XII(PP)",""
"71","71.306.003","44533325500039","BOURGOGNE SALAISONS - PORC 71"," LE PRE LONG","71300","MONTCEAU-LES-MINES","PP","I(CP);XII(PP)",""
"71","71.319.002","26710674800036","EPSMS ESPACES - ESAT MONTRET","FERME DE VIENNETTE","71440","MONTRET","PP","XI(PP)",""
"71","71.350.001","30074702900019","SALAISONS DU MACONNAIS"," 248 ROUTE DE TRAMAYES","71960","PIERRECLOS","PP","",""
"71","71.388.002","30081950500011","SA MAISON CHAPUIS"," 25 IMP DE LA TOUR","71430","SAINT-AUBIN-EN-CHAROLLAIS","PP","",""
"71","71.495.001","20004029300066","CC DU CLUNISOIS - LABORATOIRE DE TRANSFORMATION ALIMENTAIRE"," 4 ZA DE LA COURBE","71250","SALORNAY-SUR-GUYE","PP","I(CP);II(CP);RC(CUISCEN);V(MP)",""
"72","72.006.002","81076483700011","FRANCE LAMELLE"," RUE LOUIS RUSTIN","72610","ARCONNAY","PP","V(MP)",""
"72","72.017.001","51155122800022","LAMY JULIEN"," LA CASSINE","72540","AUVERS-SOUS-MONTFAUCON","PP","I(CP);V(MP)",""
"72","72.034.001","85337730700014","VIANDES DES ELEVEURS MAINE NORMANDIE"," ZONE ARTISANALE LA LIBERGE","72610","BERUS","PP","I(CP);V(MM);V(MP)",""
"72","72.039.003","42322944200011","RUEL BRUNO - CHARCUTERIE RUEL-BOULVERT"," RTE DE COURCEMONT ZI  - LA TAILLE","72110","BONNETABLE","PP","I(CP);V(MP)",""
"72","72.080.002","50851378500115","SOCOPA VIANDES","LES BORDES CHERRE 3613 RTE DU MANS","72400","CHERRE-AU","PP","0(CS);I(CP);I(SH);V(MM);V(MP);XIII(PP)",""
"72","72.080.007","69725003300027","CHARCUTERIE DU MOULIN"," 14 RUE DES TUILERIES","72400","CHERRE-AU","PP","0(CS);VIII(PP);XII(PP)",""
"72","72.090.007","34905002100022","PRUNIER","23 25 RUE DE LA JATTERIE","72160","CONNERRE","PP","",""
"72","72.090.011","80863407500028","CHARLES CHRIST"," 65 RUE DE PARIS","72160","CONNERRE","PP","",""
"72","72.124.551","79860626500014","SOCAPHI"," ZA DES TRUBERDIERES","72220","ECOMMOY","PP","VIII(PP)",""
"72","72.132.002","43309792000014","PRESTIGE DE LA SARTHE"," AV JEAN BEALET","72400","LA FERTE-BERNARD","PP","I(CP)",""
"72","72.154.006","42890289400016","AGRO MINERAI INDUSTRIE"," RUE GILBERT ROMME","72200","LA FLECHE","PP","0(CS);I(CP);XIII(PP)",""
"72","72.155.002","52132848400014","RENAUD TRAITEUR"," 1 RUE DU GOBILLON","72220","LAIGNE-EN-BELIN","PP","VIII(PP)",""
"72","72.168.001","44450202500042","LDC SABLE - CAVOL"," LES EPINETTES","72540","LOUE","PP","0(CS);II(CP);II(SH);V(MP)",""
"72","72.175.001","34896142600023","LUCHE TRADITION VOLAILLES","ZI LE BREIL Z I LE BREIL","72800","LUCHE-PRINGE","PP","0(CS);0(RW);II(CP);V(MP)",""
"72","72.181.005","35152552200030","CHARCUTERIE COSME"," 88 AVENUE PIERRE PIFFAULT","72100","LE MANS","PP","0(CS);I(CP);II(CP);V(MM);V(MP);XII(PP)",""
"72","72.189.002","38311624100019","SARL LA FORGE"," LA FORGE","72260","MAROLLES-LES-BRAULTS","PP","I(CP);V(MP)",""
"72","72.253.002","34339778200016","ESPRI RESTAURATION","ZI DE BEAUFEU ZI DE BEAUFEU","72210","ROEZE-SUR-SARTHE","PP","0(CS);VIII(PP)",""
"72","72.264.001","49337159500114","FROMAGERIES BEL PRODUCTION FRANCE","ROUTE DU MANS LA TOURNERIE","72300","SABLE-SUR-SARTHE","PP","IX(PP)",""
"72","72.264.002","44450202500018","LDC SABLE"," ZI SAINT LAURENT","72300","SABLE-SUR-SARTHE","PP","0(CS);II(CP);III(CP);II(SH);IV(CP);V(MP)",""
"72","72.264.003","32728036800140","MARIE"," ZI DE L'AUBREE","72300","SABLE-SUR-SARTHE","PP","0(CS);VIII(PP)",""
"72","72.315.001","48411160400035","SARL J.M.S.F. - ATELIER JEANTAINE"," 2 ZA DES JARDINIERS","72140","SAINT-REMY-DE-SILLE","PP","VIII(PP)",""
"72","72.331.001","33329604400014","BAHIER"," RTE DE PARIS","72160","SCEAUX-SUR-HUISNE","PP","I(CP);VIII(PP)",""
"72","72.338.001","91169146700011","FERME DES JENVRIES"," LD LES JENVRIES","72380","SOUILLE","PP","I(CP);V(MP)",""
"72","72.373.002","32348008700010","ETABLISSEMENTS FASSIER SA","ZI NORD RUE DE L'INDUSTRIE Z I N","72320","VIBRAYE","PP","0(CS);I(CP);V(MP)",""
"72","72.386.002","57705007300227","LUISSIER BORDEAU CHESNEL"," 7 AVENUE D'AUVOURS","72530","YVRE-L'EVEQUE","PP","I(CP)",""
"73","73.006.003","76120001300115","BELL FRANCE - BELL FRANCE AIME"," RTE DES ILES","73210","AIME-LA-PLAGNE","PP","",""
"73","73.010.001","94804149600019","LA FERME DES THEVENONS","ALBENS 519 RTE DES GRANDS CHENES","73410","ENTRELACS","PP","I(CP);V(MP)",""
"73","73.034.005","33264168700113","LA BEAUFORTAINE","LES VERNAYS ROUTE DE MARCOT","73270","BEAUFORT","PP","I(CP);I(SH);V(MP)",""
"73","73.054.004","52496405300036","FABRICATION DU PERE RULLIER - MAISON RULLIER"," 48 RUE DE L'EDELWEISS","73700","BOURG-SAINT-MAURICE","PP","V(MP)",""
"73","73.054.105","45325989700024","MUSOLINO TRADITION","LES COLOMBIERES 1022 ZONE ARTISANALE","73700","BOURG-SAINT-MAURICE","PP","0(RW);VIII(MSFP)",""
"73","73.065.003","30970671100020","LACROIX"," 397 AVENUE DU GRAND VERGER","73000","CHAMBERY","PP","0(CS);I(CP)",""
"73","73.065.007","82980948200039","PASTACORP TRAITEUR"," 21 RUE DE BOROLAN","73000","CHAMBERY","PP","",""
"73","73.065.717","75177968700019","SALAISONS DU CAYON"," 136 RUE PAUL GIROD","73000","CHAMBERY","PP","V(MP)",""
"73","73.065.733","51764179100010","SAVOIE ABATTAGE-EN ABREGE SAB"," 1426 AVENUE DE LA HOUILLE BLANCHE","73000","CHAMBERY","PP","I(CP);I(SH);V(MP)",""
"73","73.067.002","50918200200014","EMIN VIANDES"," AV DES TILLEULS","73130","LA CHAMBRE","PP","I(CP);V(MP)",""
"73","73.087.001","42369087400015","AUX SALAISONS SAVOYARDES"," PONT SAINT CHARLES","73160","COGNIN","PP","V(MP)",""
"73","73.124.001","42501202800022","SALAISONS DU MONT CHARVIN"," 220 RTE DES CHENES","73200","GILLY-SUR-ISERE","PP","I(CP);V(MP)",""
"73","73.130.001","79938295700055","LES BOCAUX DU BISTROT","ZONE ARTISANALE DES GLIERES 40 RUE DES GLIERES BLANCHES","73200","GRIGNON","PP","VIII(PP)",""
"73","73.135.002","89011678300014","E.U.R.L CONSERVERIE DE MAURIENNE - CONSERVERIE DE MAURIENNE","HERMILLON ZA DE LONGEFAN HERMILLON","73300","LA TOUR-EN-MAURIENNE","PP","I(CP);V(MP)",""
"73","73.157.001","38894335900025","FAVRE VIANDES"," PL DU MARCHE","73500","MODANE","PP","I(CP)",""
"73","73.164.001","52750295900010","COCHET DECOUPE"," HAM LES BLANCS","73100","MONTCEL","PP","I(CP);V(MP)",""
"73","73.179.004","84032695300022","KV DECOUPE"," 600 RTE DU NOIRAY","73290","LA MOTTE-SERVOLEX","PP","I(CP);V(MP)",""
"73","73.201.007","75231665300019","LA DENT DU VILLARD - SALAISONS GUY GROS"," LE VILLARD","73350","PLANAY","PP","",""
"73","73.212.002","93764877200021","MAISON GENILLON","AIGUEBELLE RUE DES CHEVALIERS DE MALTE","73220","VAL-D'ARC","PP","I(CP);V(MP)",""
"73","73.215.001","74562103700050","HENRI RAFFIN","PARC D'ACTIVITE DU HERON 256 RTE DES BONS PRES","73110","VALGELON-LA ROCHETTE","PP","",""
"73","73.273.001","83238421800018","ALPY"," ZA DES ECHENAUX","73310","SAINT-PIERRE-DE-CURTILLE","PP","VIII(PP)",""
"73","73.297.001","43930854500037","LE SAVOYARD GOURMAND","ZAC DU BOIS DE L'ILE 71 ALL DU GRAND ROC","73460","TOURNON","PP","",""
"73","73.313.004","53320045700018","AXELRAD VUILLEMIN - LA FERMA D'HIER"," 500 RTE DE LA VIERGE","73170","VERTHEMEX","PP","",""
"73","73.330.018","45132960100020","SOUDAN LUDOVIC"," ZA PRAZ FERRA","73170","YENNE","PP","",""
"74","74.007.002","32532364000061","DSR PELIZZARI","VOZERIER 660 RTE DE SAINT PIERRE","74800","AMANCY","PP","I(CP)",""
"74","74.025.002","38787440700019","LA MERE GAUD"," 120 IMPASSE DE THENIERES","74140","BALLAISON","PP","II(CP);II(SH)",""
"74","74.042.001","77622146700231","GROUPE BIGARD","ZI DES BORDETS 105 RUE DES SARCELLES","74130","BONNEVILLE","PP","I(CP);I(SH);V(MP)",""
"74","74.043.001","98066190400014","CHARCUT' SAVOYARDE"," 322 RUE DES BRACOTS","74890","BONS-EN-CHABLAIS","PP","0(RW)",""
"74","74.055.001","82217663200021","LA FERME DE CHALLONGES"," 306 RTE DE SEYSSEL","74910","CHALLONGES","PP","0(RW);I(CP);VIII(PP);V(MP);XII(PP)",""
"74","74.080.004","34337799000027","SARL PVG","BP 50 23 PL JEAN PREMAT","74220","LA CLUSAZ","PP","",""
"74","74.099.005","47916015200035","COMPAGNIE DE SERVICES"," 144 CHE DU PETIT DARBON","74120","DEMI-QUARTIER","PP","",""
"74","74.104.001","42501202800014","SALAISONS DU MONT CHARVIN"," ZA DES VERNAYS","74210","DOUSSARD","PP","0(RW)",""
"74","74.114.006","81907212500019","LES DELICES D'ALPAGE","BATIMENT BLANCHE-NEIGE 167 RTE DES COMBES","74110","ESSERT-ROMAND","PP","",""
"74","74.156.001","33359371300014","ROYAL VIANDES"," 95 RTE DES ESSERTS","74890","LULLY","PP","",""
"74","74.159.001","93433081200017","MAZOLI EST - MAISON PINEAU BY NICOLAS CLAUS"," 30 ROUTE DE FLAINE","74300","MAGLAND","PP","",""
"74","74.224.001","19740927900019","LYCEE D'ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE AGRICOLE DE LA ROCHE-SUR-FORON - LEGTA - ENILV - ECOLE NAT INDUSTRIES LAIT VIANDES"," 212 RUE ANATOLE FRANCE","74800","LA ROCHE-SUR-FORON","PP","I(CP);V(MP)",""
"74","74.224.002","38794588400030","FOOD'ALPES"," 389 RUE INGENIEUR SANSOUBE","74800","LA ROCHE-SUR-FORON","PP","VIII(PP)",""
"74","74.224.006","95332061100015","ROSNOBLET - SALAISON DES ALPES","ZI DES DRAGIEZ 449 AV JEAN MORIN","74800","LA ROCHE-SUR-FORON","PP","0(CS);V(MP)",""
"74","74.225.052","50343604000029","L'ATELIER DE GUSTAVE","ZA DE BALVAY AV DE L ARCALOD","74150","RUMILLY","PP","I(CP);II(CP);V(MP)",""
"74","74.250.001","83002852800016","LEZSAISONS"," 218 RTE DES LACS","74800","SAINT-PIERRE-EN-FAUCIGNY","PP","IX(PP);RC(CUISCEN)",""
"74","74.250.029","33884665200026","PELIZZARI SALAISONS - SALAISONS PELIZZARI","PAE DES JOURDIES 139 RUE DES FORCHES","74800","SAINT-PIERRE-EN-FAUCIGNY","PP","0(CS)",""
"74","74.256.006","98075078000010","BEYOND L'ATELIER"," 1431 AVENUE ANDRE LASQUIN","74700","SALLANCHES","PP","VIII(PP)",""
"74","74.268.010","39889184600022","LE CROQUET","ZA DES PRES BOUVAUX 69 CHE DES PRES BOUVAUX-SEYNOD","74600","ANNECY","PP","",""
"74","74.276.002","40588075800033","ETABLISSEMENTS ROCHEBILLARD ET BLEIN"," RUE DU BUET","74440","TANINGES","PP","",""
"74","74.303.001","37926432800012","SALAISONS ARTISANALES DE SAVOIE - S.A.S","PAE DE LA FILLIERE 430 RTE DES GRANDS BOIS","74370","VILLAZ","PP","0(RW);I(CP);VIII(PP)",""
"74","74.303.002","37926432800020","SALAISONS ARTISANALES DE SAVOIE"," 211 B RTE DE VILLAZ","74370","ARGONAY","PP","",""
"74","74.311.001","92090760700021","LES JACQUEMARDES DE SAVOIE"," ZONE ARTISANALE LES TATTES","74250","VIUZ-EN-SALLAZ","PP","V(MP)",""
"75","75.111.007","43888600400029","DOUMBEA"," 166 RUE DE CHARONNE","75011","PARIS 11","PP","V(MP)",""
"75","75.113.006","32232518400057","HOA NAM"," 62 RUE NATIONALE","75013","PARIS 13","PP","VIII(FFPP);V(MP)",""
"75","75.115.006","52805134500031","OLIVIER BROSSET"," 96 RUE DES ENTREPRENEURS","75015","PARIS","PP","",""
"75","75.118.007","65205032900026","SOC CAVIAR PETROSSIAN","CAP 18 43 RUE DE L'EVANGILE","75018","PARIS 18","PP","VIII(PP)",""
"75","75.118.008","84945249500021","C7C","ZONE CAP 18 VOIE B 28 189 RUE D AUBERVILLIERS","75018","PARIS 18","PP","VIII(PP)",""
"76","76.157.001","20001189800133","INSTITUT DEPARTEMENTAL DE L'ENFANCE DE LA FAMILLE ET DU HANDICAP POUR L'INSERTION - ESAT ATELIERS","257 RUE JOSEPH ANSEAUME","76380","CANTELEU","PP","V(MP)",""
"76","76.159.001","34805095600013","CANY PRODUCTS"," ZONE D ACTIVITE LA VALLEE","76450","CANY-BARVILLE","PP","",""
"76","76.159.003","31039253500061","LES TRIPES PAILLARD"," ZI DE LA VALLEE","76450","CANY-BARVILLE","PP","",""
"76","76.212.002","33841934400043","SARL ITALIC"," 20 RTE DE LYONS LA FORET","76160","DARNETAL","PP","VIII(PP)",""
"76","76.240.007","48290061000049","TRAITEUR DE PARIS","P.A. DES HAUTES FALAISES AV JEAN YORK","76400","EPREVILLE","PP","",""
"76","76.243.001","81883424400019","JULIANE TRAITEUR - CHEZ JULIANE"," 569 RUE DE LA MAIRIE","76750","ERNEMONT-SUR-BUCHY","PP","IX(PP);VIII(PP)",""
"76","76.276.004","83484814500175","H MEAT"," LE CHAMP VECQUEMONT","76440","FORGES-LES-EAUX","PP","0(CS);I(CP);V(MP)",""
"76","76.276.005","51338383600014","POIVERT"," ZONE INDUSTRIELLE DES ABATTOIR","76440","FORGES-LES-EAUX","PP","0(CS);I(CP);V(MM);V(MP)",""
"76","76.276.006","84861936700016","LEVASSEUR RECEPTIONS"," RTE DES ABATTOIRS","76440","FORGES-LES-EAUX","PP","VIII(PP);V(MP)",""
"76","76.278.001","31315146600023","GELAE"," 28 ROUTE NATIONALE","76340","FOUCARMONT","PP","0(CS);I(CP);II(CP);VIII(FFPP);V(MM);V(MP)",""
"76","76.322.002","71050097600158","SEV - LA VIANDE A GOGO"," 164 RUE DE LA REPUBLIQUE","76120","LE GRAND-QUEVILLY","PP","V(MP)",""
"76","76.328.001","43778863100012","SCEA DU FOUR BANAL","HAM D'HERMESNIL 33 RUE DU FOUR BANAL","76850","GRIGNEUSEVILLE","PP","I(CP);V(MP)",""
"76","76.351.115","42120999000025","PACKGEL"," 21 RUE MARCEL ROUGEAULT","76600","LE HAVRE","PP","0(RW);I(CP);II(CP);III(CP);VIII(PP)",""
"76","76.377.002","44308757200014","DAILLY TRAITEUR"," PARC ACTIVITES HAUTS CHAMP","76230","ISNEAUVILLE","PP","VIII(PP)",""
"76","76.400.001","30604430600109","DEFIAL NORMIVAL","PARC D'ACTIVITES PARC ACTIVITE PLAINE GARE","76810","LUNERAY","PP","I(CP);III(CP);V(MP)",""
"76","76.410.007","38971932900044","LECOINTE-TRAITEUR - LECOINTE TRAITEUR","ZAC LA MAINE 5 RUE BERTHELOT","76150","MAROMME","PP","IX(PP);RC(CUISCEN);VIII(PP);V(MP);XI(PP)",""
"76","76.447.002","45089476100045","BOUCHERIE LEROUX"," 17 RUE GEORGES BRAQUE","76290","MONTIVILLIERS","PP","I(CP);III(CP);V(MM);V(MP)",""
"76","76.482.001","31933184900046","LES ATELIERS DU GOUT","ZI DE DOUXMESNIL ","76550","OFFRANVILLE","PP","VIII(PP)",""
"76","76.498.001","34139248800084","HELIE","Z INDUSTRIELLE DES PATIS RUE DES PATIS","76140","LE PETIT-QUEVILLY","PP","I(CP);II(CP);V(MP)",""
"76","76.498.009","40186162000037","HAUVILLE TRAITEUR - XAVIER HAUVILLE TRAITEUR"," 4 RUE ANDRE BREANCON","76140","LE PETIT-QUEVILLY","PP","VIII(PP)",""
"76","76.500.001","75248558100017","GIGANTI DI CARNEVALE","HAMEAU DE MIENVAL 3 ROUTE DE LA FORET","76340","PIERRECOURT","PP","",""
"76","76.540.007","84304818200011","ITO ACADEMY - GROUPE CLER"," 92 RUE LOUIS BLANC","76000","ROUEN","PP","V(MP)",""
"76","76.540.024","50821668600016","GROSDOIT - GROSDOIT FRAIS RESTAURATION","MIN AV DU CDT BERNARD BICHERAY","76000","ROUEN","PP","0(CS);VIII(PP);V(MP)",""
"76","76.540.038","42933751200041","AUX PAVES NORMANDS","MIN EMPLACEMENTS NUMERO 6 7 8 9 ET10 AV DU CDT BERNARD BICHERAY","76000","ROUEN","PP","VIII(PP)",""
"76","76.540.050","47928264200020","CIRETTE TRAITEUR","M.I.N. AV DU CDT BERNARD BICHERAY","76000","ROUEN","PP","",""
"76","76.547.001","38091461400025","SAS COCAGNE"," PARC ACTIV MOULIN ECALLES","76690","LA RUE-SAINT-PIERRE","PP","",""
"76","76.551.001","89090081400017","LECALIER PERE & FILS"," 207 RTE DU CHATEAU","76430","SAINNEVILLE","PP","",""
"76","76.575.019","41539843700038","ETABLISSEMENTS BONNAIRE - BONNAIRE TRAITEUR","ZAC DE LA VENTE OLIVIER 555 RUE DU NOYER DES BOUTTIERES","76800","SAINT-ETIENNE-DU-ROUVRAY","PP","VIII(PP);X(PP)",""
"76","76.608.001","41267035800016","SCEA SOGI"," 280 RTE DE SAINT WANDRILLE","76480","SAINTE-MARGUERITE-SUR-DUCLAIR","PP","I(CP)",""
"76","76.681.001","34304199200011","T.L.C."," 2 RUE MARIE JEAN A CONDORCET","76300","SOTTEVILLE-LES-ROUEN","PP","VIII(PP);V(MP)",""
"76","76.700.001","45151753600012","ROTISSERIES DES 3 RIVIERES"," ZONE ARTISANALE","76890","TOTES","PP","V(MP)",""
"77","77.053.006","51205366100017","FRAIS DEVANT","ZAC DU PARC D'ACTIVITES DE TUBOEUF 480 RUE GLORIETTE","77170","BRIE-COMTE-ROBERT","PP","",""
"77","77.058.001","39525422000076","SINGLY","4 BOULEVARD DE STRASBOURG","77600","BUSSY ST GEORGES","PP","VIII(PP);V(MP)",""
"77","77.121.002","34215277400036","SOCIETE DE FABRICATION DES PRODUITS ALIMENTAIRES -     S.F.P.A."," 35 RUE DE LAMIRAULT","77090","COLLEGIEN","PP","VIII(PP);V(MP)",""
"77","77.122.008","33825323029430","SODEXO ENTREPRISES","ATELIER COMBS LA VILLE 2 BOULEVARD DE FRANCE","77380","COMBS-LA-VILLE","PP","VIII(PP)",""
"77","77.151.002","33447637100011","GAEC LEFEVRE"," HAM MONEUSE","77320","DAGNY","PP","I(CP)",""
"77","77.152.011","78685046100025","LES VIANDES DU LYS"," 252 RUE MARC SEGUIN","77190","DAMMARIE-LES-LYS","PP","0(CS);I(CP);V(MP)",""
"77","77.208.001","72262116600130","DUC"," CHATEAU DE FLAMBOIN","77114","GOUAIX","PP","",""
"77","77.330.002","90243889400039","YOYI & CO","12/14 12 AVENUE DE FRIDINGEN","77100","NANTEUIL-LES-MEAUX","PP","IX(PP)",""
"77","77.373.002","50104269100011","DE SICA","PARC DE PONTILLAULT RUE DE STRASBOURG","77340","PONTAULT-COMBAULT","PP","",""
"77","77.373.003","51363791800097","COSTCO FRANCE - COSTCO WHOLESALE- COSTCO BUSINESS CENTER","ZAC LES 4 CHENES 35 RUE DE PARIS","77340","PONTAULT-COMBAULT","PP","I(CP);VIII(PP);V(MM)",""
"77","77.379.004","89858155800043","PLATEFORME D'APPROVISIONNEMENT DE LA RESTAURATION SCOLAIRE DE L'EST FRANCILIEN, DITE PLATEFORME"," 16 AVENUE RENIER ACORRE","77160","PROVINS","PP","II(CP)",""
"77","77.400.002","75185253400013","TG VIANDES","5 RUE DE SAINTE AUBIERGE","77515","ST AUGUSTIN","PP","I(CP);V(MP)",""
"77","77.438.001","83017529500021","WILLIAM SAURIN PRODUCTION","81-89-SAINT-THIBAULT-DES-VIGNES 81 AV DU GENERAL LECLERC","77400","LAGNY-SUR-MARNE","PP","",""
"77","77.438.003","31119851900044","SALAISONS MAURIAC"," 18 RUE DE LA NOUE GUIMANTE","77400","SAINT-THIBAULT-DES-VIGNES","PP","RC(CUISCEN)",""
"77","77.458.004","43122925100027","DELICE IKBAR"," 89 B AV MARECHAL LECLERC","77460","SOUPPES-SUR-LOING","PP","",""
"77","77.468.001","45406685300028","SARL LY"," 7 RUE DES COUTURES","77200","TORCY","PP","VIII(PP);V(MP);X(PP)",""
"77","77.468.002","48473271400023","SARL WAN SEN","DERRIERE LES MURS DE RENTI ZONE INDUSTRIELLE TORCY","77200","TORCY","PP","VIII(PP)",""
"77","77.513.001","89397798300020","FRAULIS","311 RUE HENRI DE FRANCE PARC D ACTIVITE DU PAYS DE MEAUX,","77124","VILLENOY","PP","VIII(PP)",""
"78","78.048.001","79011391400010","VANHALST JEFFREY","12 B RTE DE RICHEBOURG","78550","BAZAINVILLE","PP","II(CP);II(SH)",""
"78","78.164.001","44273330900011","L'ATELIER TRAITEUR"," 7 RUE DE ROCHEFORT","78120","CLAIREFONTAINE-EN-YVELINES","PP","",""
