depInsee,dossApproNumConcatLb,etbSiret,etbLb,adrConcat,codePostalNb,comNomSimplifie,aggCatUe,aggActiviteAssocie,aggEspUe
62,62.099.001,34252176200035,CLAIRVOIE,BEAURAINS RUE ANGELE RICHARD BEAURAINS,62217,BEAURAINS,CS,,
62,62.099.002,44984057800024,JANNOT VOLAILLES,ZA LES LONGS CHAMPS RUE JEHAN BODEL ZA LES LONGS CHAMPS,62217,BEAURAINS,CS;RW,,
62,62.119.013,33870504900033,COMPAGNIE GENERALE DE FROID,"PORT FLUVIAL ",62400,BETHUNE,CS,,
62,62.145.002,42081952600047,NB DISTRIBUTION,16 RUE DE GUEMAPPE,62156,BOIRY-NOTRE-DAME,CS,,
62,62.158.001,42250515600014,SARL SALAISONS DE LA CANCHE,13 RTE DE FREVENT,62270,BOUBERS-SUR-CANCHE,CS,,
62,62.160.061,41105032100016,A.16 FROID,"7 RUE HURET LAGACHE ",62200,BOULOGNE-SUR-MER,CS,,
62,62.160.078,30399325700094,COPROMER TRANSPORTS,BATIMENT 4 RUE HURET LAGACHE,62200,BOULOGNE-SUR-MER,CS,,
62,62.160.106,37819704000017,ACCARY,"3 RUE LOUIS FONTAINE ",62200,BOULOGNE-SUR-MER,CS,VIII(PP),
62,62.160.108,32370659800022,ETABLISSEMENTS BOURGAIN ET FILS,N 12 A 18 12 RUE DE VERDUN N 12 A 18,62200,BOULOGNE-SUR-MER,CS,VIII(FFPP);VIII(PP),
62,62.160.109,95039117700017,SALAISON CORRUE,DU 24 AU 28 24 RUE DU DOCTEUR DUCHENNE DU 24 AU 28,62200,BOULOGNE-SUR-MER,CS,VIII(FFPP);VIII(PP),
62,62.160.113,30844885100144,DELABLI,"16 RUE FERDINAND FARJON ",62200,BOULOGNE-SUR-MER,CS,VIII(FFPP),
62,62.160.118,39299882900130,STEF TRANSPORT LEZIGNAN CORBIERES,11 RUE ALEXANDRE ADAM,62200,BOULOGNE-SUR-MER,CS,,
62,62.160.124,61562013500017,STEF TRANSPORT BOULOGNE,RUE DE CONSTANTINE,62200,BOULOGNE-SUR-MER,CS,,
62,62.160.130,80115503700014,GELOSTOCK,"7 RUE ALBERT LAVOCAT ",62200,BOULOGNE-SUR-MER,CS,,
62,62.160.506,81061751400056,NORFRIGO,"35 RUE D ISLY ",62200,BOULOGNE-SUR-MER,CS,VIII(FFPP),
62,62.160.511,61562013500025,STEF TRANSPORT BOULOGNE,51 RUE ALEXANDRE ADAM GARE DE MAREE,62200,BOULOGNE-SUR-MER,CS,,
62,62.160.513,30223690600046,LE BELIER,21 RUE ALEXANDRE ADAM,62200,BOULOGNE-SUR-MER,CS,,
62,62.160.521,38099099400010,EMILE FOURNIER ET FILS,"53 RUE MOURON ",62100,CALAIS,CS,,
62,62.160.563,38827668500038,JOHN DRIEGE FRANCE,11 RUE ALEXANDRE ADAM,62200,BOULOGNE-SUR-MER,CS,,
62,62.160.585,82199983600017,SEAFOOD LINK BOULOGNE LOGISTIC & TRANSPORT,ANGLE RUE HAIGNERE ET RUE PIERRE LOTI ANGLE RUE HAIGNERE ET,62200,BOULOGNE-SUR-MER,RW,,
62,62.160.703,43910041300020,ETABLISSEMENTS JC DAVID,15 RUE GEORGES HONORE 15 17,62200,BOULOGNE-SUR-MER,CS,VIII(PP),
62,62.186.003,34772290200025,RELAIS FRIGORIFIQUE A21,ZONE INDUSTRIELLE LES ALOUETTES RUE EDMOND DEBEAUMONT ZI LES ALOUETTES,62160,BULLY-LES-MINES,CS,,
62,62.193.001,82337340200010,CHARCUTERIE DES 2 CAPS,RUE MARCEL DORET ANGLES DES RUES COSTES ET BELLONTE,62100,CALAIS,CS,I(CP),
62,62.193.024,42446940100030,SOCIETE GHESQUIERS J.P.G.,HANGAR BORE N 1 QUAI DE LA LOIRE HANGAR BORE N  1,62100,CALAIS,CS,,
62,62.193.100,38099099400010,EMILE FOURNIER ET FILS,"53 RUE MOURON ",62100,CALAIS,CS,VIII(FFPP);VIII(PP),
62,62.193.205,39931561300618,METRO FRANCE,ZAC MARCEL DORET RUE LOUIS BREGUET ZAC MARCEL DORET,62100,CALAIS,CS,VIII(FFPP),
62,62.207.002,31117766100031,WOLNIAK,"PARC D ACTIVITE ECONOMIQUE ",62170,CAMPIGNEULLES-LES-PETITES,CS,,
62,62.215.003,42080049200035,PEP,ZONE INDUSTRIELLE DU CHATE RUE DENIS PAPIN ZONE INDUSTRIELLE DU CHATE,62220,CARVIN,CS,X(PP),
62,62.215.004,30223690600053,LE BELIER,ZI DU CHATEAU RUE ALBERT EINSTEIN ZI DU CHATEAU,62220,CARVIN,CS,,
62,62.215.009,54200718200067,STEF TRANSPORT LILLE,PARC ACTIVITE DU CHATEAU RUE CHARLES TELLIER PARC ACTIVITE DU CHATEAU,62220,CARVIN,CS,,
62,62.215.327,34962994900018,ETS CAMBIE,"34 RUE SALVADOR ALLENDE ",62220,CARVIN,CS,I(CP),
62,62.244.31,44478717000026,MARECHAL MARION," 109 RUE DES HAUTS CHAMPS ",62137,COULOGNE,CS,IX(PP),
62,62.257.002,77563144300063,ETABLISSEMENTS J. M. MACQUET SA,"16 RUE PRINCIPALE ",62310,CREQUY,CS,I(CP),
62,62.331.002,34940989600058,PORKETTO BY JB VIANDE - PORKETTO,"ZI ARTOIPOLE 230 ALL D ITALIE ZI ARTOIPOLE ",62223,FEUCHY,CS,I(CP);I(SH);VI(PP),
62,62.364.005,77563144300055,ETABLISSEMENTS J. M. MACQUET SA,"RUE DE SAINT OMER ",62310,FRUGES,CS,I(CP);V(MP),
62,62.364.006,30070551400085,SAS DES VIANDES AUDOMAROISES,"RUE DE L ABATTOIR ",62310,FRUGES,CS;RW,I(CP);VI(PP);V(MP),
62,62.382.001,32434663400011,LEBEL VIANDES SERVICE," ",62870,GOUY-SAINT-ANDRE,CS,I(CP);II(CP);VI(PP);V(MP),
62,62.413.002,50031508000027,KLOOSTERBOER HARNES,"LA MOTTE DU BOIS ",62440,HARNES,CS,,
62,62.427.003,44457512000019,MOY PARK FRANCE SAS,"712 CHE DE NOYELLES ",62110,HENIN-BEAUMONT,CS,IX(PP);VI(PP);V(MP),
62,62.427.202,39931561300097,METRO FRANCE,"CHE DE NOYELLES ",62110,HENIN-BEAUMONT,CS,I(CP);VIII(FFPP),
62,62.498.102,31053022500021,ETABLISSEMENTS R. DUMONT ET COMPAGNIE,PARC ACTIVITE LA CROISETTE 6 RUE FRANCOIS HENNEBICQUE PARC ACTIVITE LA CROISETTE,62300,LENS,CS,,
62,62.506.001,34051366200023,GROUPEMENT PRODUCTEURS VOLAILLES LICQUES,"7 RUE DE L'ABBE PRUVOST ",62850,LICQUES,CS,II(CP);II(SH);VI(PP);V(MP),
62,62.510.016,30344825200062,FRIGO TRANSPORTS 62,ZI DE L'ALOUETTE 8 RUE JEAN GUTEMBERG,62800,LIEVIN,CS,,
62,62.510.102,44138888100027,BRIOIS,ZI DE L'ALOUETTE RUE FRANCOIS JACOB ZI DE L'ALOUETTE,62800,LIEVIN,CS,IX(PP),
62,62.528.002,33851619800029,RYAL DISTRIBUTION,"56 RUE CONDE ",62750,LOOS-EN-GOHELLE,CS,,
62,62.587.002,33872659900032,THIRIEZ AGRO,ZONE INDUSTRIELLE LES PARTS D EN BAS ZONE INDUSTRIELLE,62640,MONTIGNY-EN-GOHELLE,CS,,
62,62.587.003,41851255400027,FRIGONOR LOGISTIQUE,"ZA PARTS D'EN BAS ",62640,MONTIGNY-EN-GOHELLE,CS;RW,,
62,62.587.004,37775267000028,PERSYN,ZONE INDUSTRIELLE ZA PARTS D'EN BAS ZONE INDUSTRIELLE,62640,MONTIGNY-EN-GOHELLE,CS,,
62,62.607.001,48990178500027,MB DECOUPE,"29 B RUE PRINCIPALE ",62130,NEUVILLE-AU-CORNET,CS,I(CP);VI(PP);V(MP),
62,62.617.004,47698032100170,POMONA EPISAVEURS,ZONE INDUSTRIELLE DE NOEUX LABOURSE RUE LAVOISIER,62113,LABOURSE,CS,,
62,62.617.005,33438477300035,ETS J.M LECLERCQ,ZI DU MARAIS RUE DU MARAIS ZI DU MARAIS,62290,NOEUX-LES-MINES,CS,I(CP),
62,62.643.008,31673309600036,ETABLISSEMENTS TAILLANDIER,ZONE INDUSTRIELLE RESURGAT II RUE EDOUARD VAILLANT ZI RESURGAT II,62230,OUTREAU,CS,I(CP),
62,62.643.100,39424688800017,IGLOO DU NORD,3 RUE ROGER SALENGRO GARROMANCHE,62230,OUTREAU,CS,,
62,62.667.001,33384543600067,SDPN,"59 RUE DES MARGATS 59 RUE DES MARGATS ",62480,LE PORTEL,CS,,
62,62.667.100,81061751400023,NORFRIGO,"160 RUE DES MARGATS ",62200,BOULOGNE-SUR-MER,CS,VIII(FFPP),
62,62.667.112,49419431900013,VALOFISH,"200 RUE A ET P VANHEECKHOET ",62480,LE PORTEL,CS,VIII(FFPP);VIII(PP),
62,62.667.113,78575495300103,ETABLISSEMENTS REYNAUD,"110 RUE A ET P VANHEECKHOET ",62480,LE PORTEL,CS,VII(DC);VIII(FFPP),
62,62.667.117,79455188700019,SUEMPOL FRANCE - MARCEL BAEY,"22 BD SARRAZ BOURNET ",62480,LE PORTEL,CS,VIII(FFPP);VIII(PP),
62,62.667.122,43802953000013,EUROFREEZE,"207 RUE DES MARGATS ",62480,LE PORTEL,CS,,
62,62.673.001,38262077100016,SOC ARTESIENNE FRIGORIFIQUE A26,"41 GRAND RUE ",62860,QUEANT,CS,,
62,62.724.002,41962095000024,AGRONA - AGRONA JIBEL,"23 RUE D IZEL ",62320,ROUVROY,CS,,
62,62.727.002,31367081200046,VASSEUR,RUE DE LA PERELLE ZI DE RUITZ,62620,RUITZ,CS,V(MP);XII(PP),
62,62.750.003,33210743200038,ETS PRUVOST LEROY,"201 RUE PRINCIPALE ",62120,SAINT-HILAIRE-COTTES,CS,I(CP),
62,62.753.002,31159518500019,ROSELLO ET FILS,ZONE PORTUAIRE RUE M LEBLANC ZONE PORTUAIRE ZONE PORTUAIRE,62223,SAINT-LAURENT-BLANGY,CS,,
62,62.753.003,50089072800024,STEF LOGISTIQUE NORD - STEF,"98 RUE CLEMENCEAU ",62223,SAINT-LAURENT-BLANGY,CS,,
62,62.753.004,32898827400077,VANDENBULCKE,ZONE ACTIPARC RUE COMMIOS ZONE ACTIPARC,62223,SAINT-LAURENT-BLANGY,CS,,
62,62.757.004,34192343100025,ETS MESMACQUE,ZONE INDUSTRIELLE RUE DU FOND SQUIN ZONE INDUSTRIELLE,62500,SAINT-MARTIN-LEZ-TATINGHEM,CS,,
62,62.758.002,48121654700044,LE PANIER DU LITTORAL,ZI L'INQUETRIE 3 RUE DE LA CAPELLE ZI L'INQUETRIE,62280,SAINT-MARTIN-BOULOGNE,CS,VII(DC);VIII(FFPP),
62,62.758.006,44307909000033,PROLAIDIS,ZI DE L'INQUETRIE 9008 RUE PIERRE MARTIN,62280,SAINT-MARTIN-BOULOGNE,CS,,
62,62.758.010,49384608300027,VINAPROCASH - PROMOCASH AVEC VOUS,ZI INQUETERIE 9003 RUE PIERRE MARTIN ZI INQUETERIE,62280,SAINT-MARTIN-BOULOGNE,CS,,
62,62.758.033,39931561300899,METRO FRANCE,"L'INQUETERIE ",62280,SAINT-MARTIN-BOULOGNE,CS,VIII(FFPP),
62,62.767.001,77622146700207,GROUPE BIGARD," RTE D OSTREVILLE ",62130,SAINT-POL-SUR-TERNOISE,CS,I(CP);I(SH),
62,62.767.006,34051664000026,CUVILLIER HENRI VIANDES,Z.I RTE D OSTREVILLE Z.I,62130,SAINT-POL-SUR-TERNOISE,CS,I(CP);VI(PP);V(MP),
62,62.817.002,32902163800054,TRANSPORTS ET AFFRETEMENTS DU TREGOR,RUE VOLTA,62217,TILLOY-LES-MOFFLAINES,CS,,
62,62.817.004,71192037100038,VANDEVILLE MICHEL,Z I ARRAS EST AV D IMMERCOURT Z I ARRAS EST,62217,TILLOY-LES-MOFFLAINES,CS,I(CP);II(CP);VI(PP);V(MP),
62,62.817.006,36780140400149,FM FRANCE,ZONE INDUSTRIELLE EST 17 RUE STEPHENSON,62217,TILLOY-LES-MOFFLAINES,CS,,
62,62.820.001,38310745500016,VANDEVILLE PERE ET FILS,"36 RTE NATIONALE ",62127,TINCQUES,CS,I(CP);V(MP),
62,62.842.001,40079294100025,LOCAGEL,ZONE ACTIVITE BOIS RIGAULT 1 RUE CHARLES TELLIER ZONE ACTIVITE BOIS RIGAULT,62880,VENDIN-LE-VIEIL,CS,,
62,62.842.005,39813249800021,PCB,DU BOIS RIGAULT NORD ZONE ACTIVITE BOIS RIGAULT DU BOIS RIGAULT NORD,62880,VENDIN-LE-VIEIL,CS;RW,,
62,62.842.100,78371721800029,ETABLISSEMENTS SIMON-DUTRIAUX,ZONE ACTIVITE BOIS RIGAULT RUE GUSTAVE EIFFEL ZONE ACTIVITE BOIS RIGAULT,62880,VENDIN-LE-VIEIL,CS,VIII(PP),
62,62.894.100,81061751400049,NORFRIGO,"21 RTE DE LA TRESORERIE ",62126,WIMILLE,CS,,
62,62.894.101,31662075600064,CONEGAN,ZONE INDUSTRIELLE LA TRESORERIE ZONE INDUSTRIELLE,62126,WIMILLE,RW,VIII(FFPP);VIII(PP),
62,62.894.104,34475318100017,SA SEAH INTERNATIONAL,ZONE INDUSTRIELLE LA TRESORERIE ZONE INDUSTRIELLE,62126,WIMILLE,CS,,
62,62.896.001,44994349700015,LA P TIT BASSE COUR,"605 RUE DE LA LOMBARDERIE ",62240,WIRWIGNES,CS,II(CP);II(SH);V(MP),
63,63.014.009,33495851900020,ETS VAISSAIRE PAPON - SAINT NECTAIRE FERMIER VAISSAIRE PAPON L ARVERNE,ZONE INDUSTRIELLE RUE DES VARENNES ZI,63170,AUBIERE,CS,IX(PP),
63,63.014.014,30118979100033,BRENDANI,41 RUE DES RIBES CD 212,63170,AUBIERE,CS,,
63,63.019.003,33358514900078,FRANCE FRAIS AUVERGNE,ZAC DES RONZIERES AV HENRI POURRAT ZAC DES RONZIERES,63510,AULNAT,CS,IX(PP),
63,63.019.006,51367655100031,STEF LOGISTIQUE MIRAMAS,ZAC DES RONZIERES AV HENRI POURRAT ZAC DES RONZIERES,63510,AULNAT,CS,,
63,63.038.035,33479404700046,LES TERRES D'AUVERGNE,ZONE ARTISANALE RUE ZA LA CROIX DE LA COMBES ZONE ARTISANALE,63610,BESSE-ET-SAINT-ANASTAISE,WM,IX(PP),
63,63.063.004,39441952700012,STEF TRANSPORT CLERMONT-FERRAND - STEF,"3 RUE VERTE ",63118,CEBAZAT,CS,,
63,63.063.203,31680701500730,SYSCO FRANCE SAS - BRAKE FRANCE SERVICE,ZONE INDUSTRIELLE DE LADOUX 1 RUE VERTE ZI DE LADOUX,63118,CEBAZAT,CS,,
63,63.113.006,33769223000028,TRANSPORTS RAMBEAU,"22 RUE DE PRE COMTAL ",63100,CLERMONT-FERRAND,RW,,
63,63.113.007,96620201200045,SOCIETE CARTRY ET COMPAGNIE,ZI DU BREZET 5 RUE GUTENBERG ZI DU BREZET,63100,CLERMONT-FERRAND,CS,,
63,63.113.074,43756411500024,PLATEFORME DE SERVICE LOGISTIQUE,ZI LE BREZET RUE GUTENBERG ZI LE BREZET,63100,CLERMONT-FERRAND,CS,,
63,63.113.081,96620201200037,SOCIETE CARTRY ET COMPAGNIE,ZONE INDUSTRIELLE DU BREZET 33 RUE NEWTON ZI DU BREZET,63100,CLERMONT-FERRAND,CS,IX(PP),
63,63.113.093,43992001800017,EURL FROMAGERIE NIVESSE,"23 PL SAINT PIERRE ",63000,CLERMONT-FERRAND,CS,IX(PP),
63,63.113.731,75289589600013,LIMOUJOUX AUVERGNE VIANDES ET SALAISONS,"BD SAINT JEAN ",63100,CLERMONT-FERRAND,CS,I(CP);VI(PP),
63,63.113.735,85520123200029,SA GLACIERE ENTREPOT FRIGORIFIQUE AUVERG,"22 RUE DES FRERES LUMIERE ",63100,CLERMONT-FERRAND,CS,,
63,63.113.737,39931561300154,METRO FRANCE,ZONE INDUSTRIELLE COMBAUDE SUD 28 BD LOUIS CHARTOIRE ZI COMBAUDE SUD,63100,CLERMONT-FERRAND,CS,VIII(FFPP),
63,63.113.738,84425564600011,RG CASH - PROMOCASH,ZAC DES GRAVANCHES RUE DE PRE COMTAL ZAC DES GRAVANCHES,63100,CLERMONT-FERRAND,CS,,
63,63.116.002,49909163500023,AUVERGNE BIO DISTRIBUTION,ZONE D'ACTIVITES LA VARENNE RUE DE BRETAGNE ZONE D'ACTIVITES LA VARENNE,63460,COMBRONDE,CS,,
63,63.124.118,41040901501103,AUCHAN SUPERMARCHE - SIMPLY MARKET,LE PETIT SARLIEVE 66 AV DU MIDI LE PETIT SARLIEVE,63800,COURNON-D'AUVERGNE,CS,,
63,63.124.119,38951155100035,SOCIETE FROMAGERE DU BURON,"2 RUE DE LA CHAUX BLANCHE ",63800,COURNON-D'AUVERGNE,CS,IX(PP),
63,63.124.134,44133318400014,LE POISSON LIVREUR,"10 AV D AUBIERE ",63800,COURNON-D'AUVERGNE,RW,VIII(FFPP),
63,63.148.010,80759722400011,ETABLISSEMENTS MORICEAU,"RTE DU MOULIN D'EAU ",63720,ENNEZAT,CS,,
63,63.164.008,85520123200037,SA GLACIERE ENTREPOT FRIGORIFIQUE AUVERG,PARC LOGISTIQUE CLERMONT AV DU SANCY PARC LOGISTIQUE CLERMONT,63360,GERZAT,CS,,
63,63.164.010,55204499201731,POMONA,PARC LOGISTIQUE CLERMONT A RUE CONDORCET PARC LOGISTIQUE CLERMONT A,63360,GERZAT,CS,,
63,63.178.001,38926851700015,SOC DES ABATTOIRS D'ISSOIRE,ZONE D AMENAGEMENT CONCERTE LES LISTES IMP ANTOINE VERNIERE ZAC LES LISTES,63500,ISSOIRE,CS,I(CP);III(CP);III(SH);I(SH),
63,63.178.021,42123005300017,FROMAGERIE LE MONTCINEYRE,"28 RUE DE LA BERBIZIALE ",63500,ISSOIRE,RW,IX(PP),
63,63.193.001,55204499202762,POMONA - TERREAZUR,PARC DES FONTANILLES 8 RUE ERNEST-JEAN BAPT PARC DES FONTANILLES,63370,LEMPDES,CS;RW,,
63,63.193.002,88155459600018,ENTREPOTS FRIGORIFIQUES DES VOLCANS E.F.V.,RUE JULIEN CHAMPCLOS ZAC FONTANILLE - LIEUDIT LA PONSOLE,63370,LEMPDES,RW,,
63,63.274.015,80984794000024,COMPAGNIE D AFFINAGE DES ARVERNES,"BUGHES ",63210,PERPEZAT,RW,IX(PP),
63,63.301.001,43329504500010,L'ARTISANALE DE RIS,"LA GARE ",63290,RIS,CS,IX(PP),
63,63.370.001,85820124700013,SOCIETE LAITIERE DE LAQUEUILLE,"LAQUEUILLE GARE ",63820,SAINT-JULIEN-PUY-LAVEZE,CS,IX(PP),
63,63.407.001,32903184300033,ROUDAIRE PATRICK,,63970,SAULZET-LE-FROID,RW,IX(PP),
63,63.417.001,39588022200025,PAUL DISCHAMP,SAYAT RUE DES ROUTIERS SAYAT,63530,SAYAT,CS,IX(PP),
63,63.417.002,85520072100014,CIE FSE DES ETPS FRIGORIFIQUES,SAYAT RUE DES ROUTIERS SAYAT,63530,SAYAT,CS,,
63,63.470.001,84866138500015,L'ATELIER DE LA VILLA,PARC D'ACTIVITE DE CHAMPLOUP RUE DE LA CROIX BADIERE PARC D'ACTIVITE DE CHAMPLOUP,63530,VOLVIC,CS,I(CP);XII(PP),
64,64.024.005,88888906000032,ARCADIE VIANDES,"RUE DU LAZARET ",64600,ANGLET,CS,I(CP);I(SH);VI(PP);V(MP),
64,64.024.007,87950750700017,ADOUR FRIGO,RUE DU LAZARET QUAI DE L'ADOUR,64600,ANGLET,CS,,
64,64.024.016,30442825300021,ETABLISSEMENTS FRIGERAL,ZONE D AMENAGEMENT CONCERTE DE MAIGNON 4 RUE MARYSE BASTIE ZAC DE MAIGNON,64600,ANGLET,CS,,
64,64.024.017,39931561300758,METRO FRANCE,"7 RUE DU MOULIN DE BRINDOS ",64600,ANGLET,CS,I(CP);VIII(FFPP),
64,64.024.018,34513051201681,GENEDIS - PROMOCASH,PARC D'ACTIVITES DE MAIGNON 14 RTE DE PITOYS PARC D'ACTIVITES DE MAIGNON,64600,ANGLET,CS,,
64,64.024.020,33955879300032,SARL LE HELDER DISTRIBUTION,ZI DE MAIGNON 24 RTE DE PITOYS ZI DE MAIGNON,64600,ANGLET,CS,,
64,64.061.015,45084667000021,OLANO ARTIX,Z.A.CONCERTE EUROLACQ 220 AV DE L AULOUZE,64170,ARTIX,CS,,
64,64.066.004,38275752400022,COMPTOIR COMMERCIAL DE NAVARRE,RD 918 Z.A. LEARRA,64220,ASCARAT,CS,,
64,64.108.001,34040979600075,ETABLISSEMENT BIGNALET,"CHE DE L'ESPERANCE ",64270,BELLOCQ,CS,VIII(MSFP);VI(PP);V(MP),
64,64.109.003,30710703700037,LAGUILHON SA,ROND-POINT MONPLAISIR 177 RUE DES PYRENEES ROND-POINT MONPLAISIR,64800,BENEJACQ,CS,II(CP);VI(PP),
64,64.122.001,81410227300020,AGDIE ALIMENTATION FRANCE,"9 RUE DE MAYSONNABE ",64200,BIARRITZ,CS,,
64,64.152.001,84982153300015,MOULIN SAINT MARTY,"192 CHE LASBORDES ",64160,BUROS,CS,II(CP);VI(PP),
64,64.161.002,34790258700125,LABEYRIE,ZA DE L'HIPPODROME  ZA DE L'HIPPODROME,64520,CAME,CS,II(CP);II(SH);V(MP),
64,64.188.001,32858048500030,SCA AGNEAUX DE LAIT DES PYRENEES AXURIA,"AV JEAN MONNET ",64130,CHERAUTE,CS,I(CP);V(MM),
64,64.189.014,38440682300045,MERICQ,ZONE DE VFDM 8 AV FRANCOIS MITTERRAND ZONE DE VFDM,64500,CIBOURE,CS,VIII(FFPP),
64,64.198.007,42111019800809,THIRIET DISTRIBUTION,ZONE D ACTIVITES 4 RUE DE MONDEILS ZONE D ACTIVITES,64230,DENGUIN,CS,,
64,64.213.003,42386761300030,SARL ACCOCEBERRY - ACCOCEBERRY-ETXE PEIO,"200 ZUBIZABALETAKO BIDEA ",64250,ESPELETTE,CS,VIII(FFPP);VIII(PP);VI(PP),
64,64.216.001,31500262600010,PELISSIE - GROUPE GMD,"LE BOURG ",64420,ESPOEY,CS,,
64,64.233.001,79907521300014,EARL PORC & PINK,"14 CHE MONCLA ",64330,GARLIN,WM,I(CP);VI(PP);V(MP),
64,64.335.001,32897167600023,TRANSPORTS LAUQUE,"RUE ETIENNE D'ARSONVAL ",64230,LESCAR,CS,,
64,64.348.009,39931561300576,METRO FRANCE,ZONE D AMENAGEMENT CONCERTE DU PARVIS AV DU PERLIC ZAC DU PARVIS,64140,LONS,CS,I(CP);VIII(FFPP),
64,64.348.012,34513051201756,GENEDIS - PROMOCASH,ZONE INDUSTRIELLE INDUSPAL 1 AV BLAISE PASCAL ET AVENUE ANDRE MARIE AMPERE,64140,LONS,CS,,
64,64.348.023,81147128300010,ETABLISSEMENTS BETBEDER,"5 AV DENIS PAPIN ",64140,LONS,CS,I(CP),
64,64.371.008,41079663500028,CASTILLON FROID,"ZONE INDUSTRIELLE ",64130,MAULEON-LICHARRE,CS,,
64,64.405.030,33817288500083,FIPSO INDUSTRIE,ZONE D ACTIVITES GASTON FEBUS 9 RUE PIERRE BOURDIEU ZONE D ACTIVITES GASTON FEBUS,64160,MORLAAS,CS,I(CP),
64,64.407.001,47902758300059,S.N.V.R,22 RUE BORDABERRI 22 RUE BORDABERRI CENTRE EUROPEEN DE FRET,64990,MOUGUERRE,CS,,
64,64.407.003,49185823900016,LOGISTIQUE DU FROID EUROPEEN - LFE,"CENTRE EUROPEEN DE FRET ",64990,MOUGUERRE,CS,,
64,64.407.004,43926283300015,TDS LOGISTIQUE - TDS,CENTRE EUROPEEN DE FRET 4 AV D'ALEGERA CENTRE EUROPEEN DE FRET,64990,MOUGUERRE,CS,,
64,64.422.008,31742708600044,SOCIETE DES MAGASINS REGAL-GEL,PARC D ACTIVITE LANNERETONNE 11 AV CHARLES PEYROU PARC D ACTIVITE LANNERETONNE,64400,OLORON-SAINTE-MARIE,CS,,
64,64.461.001,35363022100029,SARL ARGAUD,"1399 RTE DEPARTEMENTALE 817 ",64270,PUYOO,CS,II(CP);VI(PP),
64,64.483.008,81905485900015,OLANO LOGISTIQUE,"ZI DE JALDAY ",64500,SAINT-JEAN-DE-LUZ,CS,,
64,64.483.012,39121229700033,DIMA,ZONE INDUSTRIELLE DE JALDAY 155 RUE BELHARRA ZI DE JALDAY,64500,SAINT-JEAN-DE-LUZ,CS,VIII(FFPP);VIII(PP),
64,64.490.001,84174588800013,ALDABIA 2,CHEMIN GAINCHOBIDEA QUA LARDAPIDIA CHEMIN GAINCHOBIDEA,64780,SAINT-MARTIN-D'ARROSSA,CS,II(CP);II(SH),
64,64.493.007,34831188700015,ETABLISSEMENTS ETCHEGOYEN,AVENUE DU FRONTON 5 AV DU FRONTON AVENUE DU FRONTON,64120,SAINT-PALAIS,CS,,
64,64.519.001,77734934100092,SICA PYRENEENNE BETAIL ET VIANDE,"16 AV NORMANDIE NIEMEN ",64121,SERRES-CASTET,CS,I(CP);VI(PP);V(MP),
64,64.519.003,34823798300013,OVODIS,ZI DU HAUT D'OSSAU RUE D'ASTE BEON ZI DU HAUT D'OSSAU,64121,SERRES-CASTET,CS,VIII(FFPP);VI(PP),
64,64.519.015,31680701500326,SYSCO FRANCE SAS," 2 RUE DE BRANNES ",64121,SERRES-CASTET,CS,,
64,64.527.002,38059458000025,BETITIK,"MAISON BIDEGAINA ",64250,SOURAIDE,CS,,
64,64.545.002,71272018400043,BASCO,"1405 RTE D IBARDIN ",64122,URRUGNE,CS,I(CP),
64,64.559.002,04658003100022,OROC BAT," ",64130,VIODOS-ABENSE-DE-BAS,CS,VI(PP),
64,82.121.071,34804340700033,OLANO MONTAUBAN,ZI DE JALDAY CASP OLJAY,64500,SAINT-JEAN-DE-LUZ,CS,,
65,65.062.001,34499491800037,PYRENEES REPRESENTATION DISTRIBUTION,"30 RTE DE TOULOUSE ",65690,BARBAZAN-DEBAT,CS,,
65,65.100.004,43926283300023,TDS LOGISTIQUE - TDS,ZONE INDUSTRIELLE ECOPARC RUE DES GARENNES ZI ECOPARC,65320,BORDERES-SUR-L'ECHEZ,CS,,
65,65.100.006,43392733200422,TRANSGOURMET OPERATIONS - TRANSGOURMET," RN 135",65320,BORDERES-SUR-L'ECHEZ,CS,,
65,65.153.500,47788384700022,RESTO BIO MIDI-PYRENEES,"FERME D'HOURCANNE ",65350,COUSSAN,CS,,
65,65.214.001,43993058700019,LABORATOIRE DES TERROIRS GASCONS L.T.G.," ",65230,HACHAN,RW,I(CP);II(CP);VI(PP);XII(PP),
65,65.226.002,81531182400016,LA CENTRALE PITCHOULI - LA PITCHOULI,"1 RUE MAYE LANE ",65420,IBOS,CS,,
65,65.226.004,43258126200024,STEF TRANSPORT TARBES,ZAC DU PARC DES PYRENEES RUE DE L'ARDIDEN,65420,IBOS,CS,,
65,65.226.005,52341323500020,CALERO,"RUE DE MAYE LANE ",65420,IBOS,CS,I(CP);II(CP);VI(PP);V(MP),
65,65.258.030,77734934100043,SICA PYRENEENNE BETAIL ET VIANDE,"RUE CARNOT ",65300,LANNEMEZAN,CS,I(CP);VI(PP);V(MP),
65,65.284.002,43820852200021,LE PORC NOIR,ZI PYRENE AEROPOLE,65290,LOUEY,CS,I(CP),
65,65.286.001,32725685500039,SOCIETE FAREOU,"6 A AV FRANCIS LAGARDERE ",65100,LOURDES,CS,,
65,65.286.006,44752953800038,CASTAL DISTRIBUTION,ZI DE SAUX 16 RUE AMPERE ZI DE SAUX,65100,LOURDES,CS,,
65,65.286.007,81400018800015,PYRENEES RESTAURATION,"6 RUE DES SAPINS ",65100,LOURDES,CS,,
