agrement,nom,n_noms,commune,cp,n_siret,listes
53.185.005,SAGLAM FRANCE,1,PRE-EN-PAIL-SAINT-SAMSON,53140,1,4
53.186.001,GAEC DE MONTIGNE / SCEA ROYER,2,QUELAINES-SAINT-GAULT,53360,1,3
53.188.003,RENAZE PRESTA'VIANDES,1,RENAZE,53800,1,4
53.196.001,ENTREPOT FRIGORIFIQUE D'ANDAINE,1,SAINT-AIGNAN-DE-COUPTRAIN,53250,1,1
53.201.007,TRANSPORTS BUFFET PERE ET FILS,1,SAINT-BERTHEVIN,53940,1,1
53.226.001,BOULET RAYMOND,1,SAINT-HILAIRE-DU-MAINE,53380,1,1
53.228.001,COUBARD LUDMILLA,1,SAINT-JEAN-SUR-ERVE,53270,1,2
53.250.001,SARL PRES DE CHEZ VOUS,1,SAINT-POIX,53540,1,1
53.260.001,LA PIGAUBRY,1,SIMPLE,53360,1,1
54.008.001,MAISON BOULANGER,1,ALLAIN,54170,1,1
54.027.002,STEF LOGISTIQUE ATTON,1,ATTON,54700,1,1
54.027.005,STEF LOGISTIQUE LORRAINE SURGELES - STEF,1,ATTON,54700,1,1
54.043.005,LA FERME DE LA FAISANDERIE,1,BAINVILLE-SUR-MADON,54550,1,1
54.061.001,SA DANIEL BORNET,1,BENAMENIL,54450,1,2
54.063.004,EARL LE DOMAINE DE SATURNIN,1,BERNECOURT,54470,1,1
54.115.025,POMONA - TERREAZUR,1,CHAMPIGNEULLES,54250,1,1
54.138.002,CODE CUISINE LONGWY,1,COSNES-ET-ROMAIN,54400,1,1
54.139.001,VOLACAMP,1,COURBESSEAUX,54110,1,2
54.150.003,ETABLISSEMENTS CHAVEY,1,CUSTINES,54670,1,1
54.150.004,DAVID MASTER - BVA,1,CUSTINES,54670,1,1
54.150.005,STEF LOGISTIQUE ATTON - STEF,1,CUSTINES,54670,1,1
54.153.001,SARL COURTILLET PERE ET FILS,1,DIARVILLE,54930,1,1
54.156.001,SARL COURTILLET PERE ET FILS,1,DIARVILLE,54930,1,1
54.229.001,GAEC RECONNU DU MAZUROT,1,GLONVILLE,54120,1,1
54.232.002,TRANSPORTS LERAY,1,GONDREVILLE,54840,1,1
54.232.010,LIDL,1,GONDREVILLE,54840,1,1
54.232.107,FRIGO TRANSPORTS 54,1,GONDREVILLE,54840,1,1
54.265.024,C. MARION ET CIE,1,HOUDEMONT,54180,1,1
54.273.003,SYSCO FRANCE SAS,1,JARNY,54800,1,1
54.274.004,SALAISONS BENTZ,1,JARVILLE-LA-MALGRANGE,54140,1,1
54.328.010,TRANSGOURMET OPERATIONS - TRANSGOURMET,1,LUDRES,54710,1,1
54.328.011,FM FRANCE,1,LUDRES,54710,1,1
54.328.019,BOFROST*FRANCE,1,FLEVILLE-DEVANT-NANCY,54710,1,1
54.328.030,DIDELOT VIANDES SAS - CARNALA,1,LUDRES,54710,1,1
54.328.126,LODIAL,1,LUDRES,54710,1,1
54.328.132,NANCY SURGELES,1,LUDRES,54710,1,1
54.328.138,STEF LOGISTIQUE SAINT - DIZIER,1,LUDRES,54710,1,1
54.339.004,BLEU BLANC CHEF SAS - BLEU BLANC CHEF,1,MALZEVILLE,54220,1,1
54.357.011,MAX-CASH - PROMOCASH,1,MAXEVILLE,54320,1,1
54.366.001,NEW SCHALLER SARL,1,MESSEIN,54850,1,1
54.366.011,LORRAINE RECEPTION,1,MESSEIN,54850,1,1
54.373.209,CARREFOUR SUPPLY CHAIN,1,MONCEL-LES-LUNEVILLE,54300,1,1
54.377.006,GAEC RECONNU DU FUME LORRAIN,1,MONTIGNY,54540,1,2
54.395.021,METRO CASH & CARRY FRANCE,1,NANCY,54000,1,1
54.431.034,VALMAU,1,PONT-A-MOUSSON,54700,1,3
54.434.005,SARL LABEL VOLAILLES,1,VILLERS-LES-NANCY,54600,1,1
54.498.001,BOUCHERIE CHARCUTERIE CHEVALINE DEGOIN,1,SEICHAMPS,54280,1,1
54.536.010,BENIERE TRAITEUR,1,TUCQUEGNIEUX,54640,1,1
54.547.159,ACTIFRAIS,1,VANDOEUVRE-LES-NANCY,54500,1,1
54.557.002,SAMADA,1,BOIS DE HAYE,54840,1,1
54.571.001,GILLE ERIC,1,VILLE-EN-VERMOIS,54210,1,1
55.029.002,EPL AGRO / ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE DE LA MEUSE - LEGTPA DE BAR LE DUC,2,BAR-LE-DUC,55000,1,2
55.043.011,SABEST,1,BELLEVILLE-SUR-MEUSE,55430,1,2
55.111.001,L'ATELIER DES ELEVEURS - CVB ST MIHIEL,1,CHAUVONCOURT,55300,1,1
55.111.003,GOURMELOR SARL,1,CHAUVONCOURT,55300,1,1
55.114.001,BRAYER CHRISTIAN,1,CHONVILLE-MALAUMONT,55200,1,1
55.122.012,PIERRON,1,COMMERCY,55200,1,1
55.132.001,SARL LE MARVILLOIS,1,COUSANCES-LES-FORGES,55170,1,1
55.146.003,MARCHAND PATRICK,1,DANNEVOUX,55110,1,1
55.153.003,DUCROS EMMANUEL,1,DIEPPE-SOUS-DOUAUMONT,55400,1,2
55.154.002,PANALOG,1,DIEUE-SUR-MEUSE,55320,1,1
55.267.005,CENTRE AIDE PAR LE TRAVAIL,1,LACHAUSSEE,55210,1,2
55.351.001,SARL LE MARVILLOIS - LE MARVILLOIS,1,MONTMEDY,55600,1,1
55.368.002,EARL DE LA BASSE COUR,1,NAIVES-EN-BLOIS,55190,1,2
55.388.001,SCEA DU PRE AUX AUGES,1,RANCOURT-SUR-ORNAIN,55800,1,1
55.446.002,SARL LE CLOS DE SARNEY - LES TERRINES DU BARROIS,1,RUMONT,55000,1,1
55.463.002,SARL XELOT,1,SAINT-MIHIEL,55300,1,1
55.463.003,POLMARD,1,BISLEE,55300,1,1
55.463.007,POLMARD FRANCOIS,1,SAINT-MIHIEL,55300,1,1
55.505.018,L'OS VIANDE,1,THIERVILLE-SUR-MEUSE,55840,1,3
55.543.007,STEF TRANSPORT VELAINES,1,VELAINES,55500,1,1
55.545.002,ETABLISSEMENTS BERNI ET CIE,1,VERDUN,55100,1,1
55.545.068,LEONARD VOLAILLES,1,VERDUN,55100,1,1
55.545.088,MAXIMO - ENTREPOT SURGELES,1,THIERVILLE-SUR-MEUSE,55840,1,1
55.551.001,COMPAGNIE DES FROMAGES ET RICHESMONTS,1,VIGNEULLES-LES-HATTONCHATEL,55210,1,1
55.570.002,FERME DU COLOMBIER,1,VILLOTTE-SUR-AIRE,55260,1,1
56.003.002,LIONEL DUROT,1,ARRADON,56610,1,1
56.007.002,SAS KERVADEC / SAS KERVADEC - MAISON KERVADEC,2,AURAY,56400,1,3
56.007.051,SOVEFRAIS,1,AURAY,56400,1,1
56.009.001,ABATTOIR,1,LE PALAIS,56360,1,1
56.010.001,SOCIETE JEAN FLOCH,1,BAUD,56150,1,2
56.010.002,BRETAGNE LAPINS,1,BAUD,56150,1,3
56.010.004,SALAISONS CELTIQUES - ONNO BRETAGNE,1,BAUD,56150,1,1
56.010.006,PRO-DECOUPE,1,BAUD,56150,1,2
56.010.009,EARL DE LA VALLEE,1,BAUD,56150,1,1
56.012.001,SOCIETE MORLAISIENNE SALAISONS,1,BEIGNON,56380,1,1
56.015.002,SOCIETE DE PROTEINES INDUSTRIELLES,1,BERRIC,56230,1,1
56.017.001,RONSARD,1,BIGNAN,56500,1,4
56.017.002,CENTRE ELABORATION DES VIANDES,1,BIGNAN,56500,1,1
56.017.004,FRIGO TRANSPORTS 56,1,BIGNAN,56500,1,1
56.020.001,TERRE DES DELICES,1,BOHAL,56140,1,1
56.021.001,STEF TRANSPORT LORIENT,1,BRANDERION,56700,1,1
56.023.001,SA ALREDIS,1,BRECH,56400,1,1
56.026.004,SARL LA FERME LE BELLER,1,BUBRY,56310,1,2
56.033.001,BDE VIANDE,1,CARENTOIR,56910,1,1
56.033.003,ENTREPRISE DE TRAVAIL ADAPTEE - ENTREPRISE ADAPTEE,1,CARENTOIR,56910,1,1
56.033.008,CHARCUTERIE ARTISANALE DU PAYS GALLO,1,CARENTOIR,56910,1,2
56.033.505,ENTREPRISE DE TRAVAIL ADAPTEE,1,CARENTOIR,56910,1,1
56.047.001,ROHAN VIANDES ELABORATION,1,CREDIN,56580,1,3
56.047.002,LES ATELIERS DU GOUT,1,CREDIN,56580,1,1
56.053.003,TRANSPORTS DENOUAL SA,1,ELVEN,56250,1,1
56.057.001,CENTRE D'ABATTAGE DE DINDES DU FAOUET,1,LE FAOUET,56320,1,2
56.057.003,ETABLISSEMENTS MONFORT,1,LE FAOUET,56320,1,4
56.066.002,ARDO,1,GOURIN,56110,1,1
56.069.005,GROIX ET NATURE,1,GROIX,56590,1,1
56.073.001,ANDOUILLES RIVALAN QUIDU,1,GUEMENE-SUR-SCORFF,56160,1,1
56.074.001,JEAN FLOC'H SURGELATION,1,GUENIN,56150,1,4
56.078.001,SOCIETE ALIMENTAIRE DE GUIDEL,1,GUIDEL,56520,1,3
56.078.003,BRETAGNE TRANSPORT 56 ETS ANGE DELANCH - DELANCHY TRANSPORTS,1,GUIDEL,56520,1,1
56.078.005,SOCIETE VITREENNE D'ABATTAGE,1,GUIDEL,56520,1,1
56.080.002,SCEA VOLAILLES GUILLIEROISES,1,GUILLIERS,56490,1,1
56.081.001,LES VOLAILLES DE KERANNA,1,GUISCRIFF,56560,1,4
56.090.007,EARL PICARDA,1,INZINZAC-LOCHRIST,56650,1,2
56.091.001,GAD SAS,1,JOSSELIN,56120,1,2
56.091.002,CHARCUTERIES GOURMANDES,1,JOSSELIN,56120,1,1
56.091.003,CONSERVERIE JAGOURY,1,JOSSELIN,56120,1,1
56.091.004,SAVEURS DE RHUYS,1,JOSSELIN,56120,1,1
56.091.006,JOSSELIN PORC ABATTAGE,1,JOSSELIN,56120,1,4
56.094.005,ARMOR PLATS CUISINES,1,KERVIGNAC,56700,1,1
56.094.011,A2S,1,KERVIGNAC,56700,1,1
56.094.013,CHARCUTERIE DU BLAVET,1,KERVIGNAC,56700,1,3
56.094.015,TY-PRODUCTEURS,1,KERVIGNAC,56700,1,2
56.097.001,DELIFRANCE S A,1,LANDEVANT,56690,1,1
56.098.004,METRO FRANCE,1,LANESTER,56600,1,1
56.098.005,CAPITAINE HOUAT,1,LANESTER,56600,1,1
56.100.002,CONSERVERIE DE L'ABBAYE / MAISON COSPEREC,2,LANGONNET,56630,2,2
56.101.004,GALLIANCE LANGUIDIC / GALLIANCE LANGUIDIC - GALLIANCE.,2,LANGUIDIC,56440,1,3
56.101.009,GOVADIS,1,LANGUIDIC,56440,1,1
56.101.011,SARL A.V.L.,1,LANGUIDIC,56440,1,1
56.109.001,PROCANAR,1,LAUZACH,56190,1,5
56.110.001,ISLA MONDIAL,1,LIGNOL,56160,1,1
56.113.001,ANDOUILLES RIVALAN QUIDU - MAISON DE L'ANDOUILLE,1,LOCMALO,56160,1,1
56.117.002,D'AUCY FRANCE,1,LOCMINE,56500,1,1
56.121.001,STEF LOGISTIQUE BRETAGNE SUD - STEF,1,LORIENT,56100,1,1
56.121.004,CAPITAINE HOUAT,1,LORIENT,56100,1,1
56.121.008,TOP ATLANTIQUE - TOP ATLANTIQUE - PECHEUR D'IROISE,1,LORIENT,56100,1,1
56.121.009,QWEHLI,1,LORIENT,56100,1,1
56.121.011,JEGO FRERES,1,LORIENT,56100,1,1
56.121.032,SA D ECONOMIE MIXTE LORIENT KEROMAN,1,LORIENT,56100,1,1
56.121.084,BRETAGNE TRANSPORT 56 ETS ANGE DELANCH,1,LORIENT,56100,1,1
56.121.091,STEF TRANSPORT LEZIGNAN CORBIERES,1,LORIENT,56100,1,1
56.121.127,TOP ATLANTIQUE - TOP OCEAN,1,LORIENT,56100,1,1
56.121.132,QWEHLI,1,LORIENT,56100,1,1
56.121.182,CELTYS,1,LORIENT,56100,1,1
56.121.183,STEF LOGISTIQUE BRETAGNE SUD,1,LORIENT,56100,1,1
56.121.184,TRANSPORTS GUIFFANT,1,LORIENT,56100,1,1
56.126.005,TRACE EXPORT,1,MARZAN,56130,1,3
56.127.002,GAEC DU CLOS DU MOULIN,1,MAURON,56430,1,2
56.140.001,STEF LOGISTIQUE BRETAGNE SUD - STEF,1,MOREAC,56500,1,1
56.140.002,SOCIETE BERNARD,1,MOREAC,56500,1,3
56.140.006,SOCIETE BERNARD,1,MOREAC,56500,1,2
56.144.003,KERVARREC STEPHANE,1,EVELLYS,56500,1,2
56.151.001,LES ATELIERS DU GOUT,1,NOYAL-PONTIVY,56920,1,5
56.152.001,LA CONSERVERIE DE BELLE-ISLE EN MER,1,LE PALAIS,56360,1,1
56.159.002,COMPAGNIE ALIMENTAIRE PLEUCADEUCIENNE,1,PLEUCADEUC,56140,1,1
56.159.003,COMPAGNIE ALIMENTAIRE PLEUCADEUCIENNE (C.A.P.) - CAP SOLUTIONS CULINAIRES,1,PLEUCADEUC,56140,1,1
56.161.001,P.A.M.,1,PLOEMEL,56400,1,1
56.162.004,CHRISTIEN VIANDES,1,PLOEMEUR,56270,1,4
56.164.001,L.B.V.,1,PLOEREN,56880,1,3
56.165.001,PEP,1,PLOERMEL,56800,1,1
56.165.005,PEP,1,PLOERMEL,56800,1,1
56.165.007,LOGISTIQUE ET FROID DE BROCELIANDE,1,PLOERMEL,56800,1,1
56.165.014,CENTRE ELABORATION DES VIANDES - PLATEFORME LOGISTIQUE GALLIWEN,1,PLOERMEL,56800,1,1
56.166.001,ISLA MONDIAL,1,PLOUAY,56240,1,1
56.166.006,CELTYS,1,PLOUAY,56240,1,4
56.166.504,SOCIETE NOUVELLE D'EXPLOITATION DE LA LAITERIE DE KERGUILLET,1,PLOUAY,56240,1,1
56.167.001,BACK EUROP FRANCE,1,PLOUGOUMELEN,56400,1,1
56.170.001,DOUX,1,PLOURAY,56770,1,2
56.174.003,KERANNA PRODUCTIONS,1,PLUMELIN,56500,1,1
56.178.004,ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE DE PONTIVY-ST JEAN BREVELAY-HENNEBONT - LEGTA / LYCEE GEN TECHNO AGRICOLE GROS CHENE,2,PONTIVY,56300,1,2
56.178.005,STEF LOGISTIQUE BRETAGNE SUD - STEF,1,PONTIVY,56300,1,1
56.178.007,ETS LE LAVANDIER - LE LAVANDIER  L'ELEVEUR CHARCUTIER / LE LAVANDIER L'ELEVEUR CHARCUTIER,2,PONTIVY,56300,1,3
56.179.001,FROMAGERIE DU VAL DE SCORFF,1,PONT-SCORFF,56620,1,1
56.182.006,DE L'ELLE,1,PRIZIAC,56320,1,1
56.185.003,V. MANE FILS,1,QUEVEN,56530,1,1
56.185.004,VALIA,1,QUEVEN,56530,1,2
56.200.503,L'AS DES GLACES - TERRES DE GLACES,1,RUFFIAC,56140,1,1
56.206.009,LA MARGELLE,1,SAINT-AVE,56890,1,1
56.206.011,FRIMOR SAS - FRIMOR,1,SAINT-AVE,56890,1,1
56.215.001,ALAIN POSTIC,1,SAINT-GONNERY,56920,1,1
56.222.002,CENTRE ELABORATION DES VIANDES,1,SAINT-JEAN-BREVELAY,56660,1,5
56.225.001,KERMENE,1,SAINT-LERY,56430,1,2
56.234.002,SAUMON FUME D IRLANDE - SAUMON FUME D'IRLANDE,1,SAINT-PIERRE-QUIBERON,56510,1,1
56.237.001,MICHEL ROBICHON SAS,1,SAINT-THURIAU,56300,1,1
56.240.034,SAVEURS DE RHUYS / SAVEURS DE RHUYS - SALOIR DE JOSSELIN - SALOIR DE PORHOET,2,SARZEAU,56370,1,2
56.242.004,GUILLEMOT JEAN,1,SEGLIEN,56160,1,2
56.243.012,EARL VVL LE FALHER,1,SENE,56860,1,1
56.244.005,CENTRE ELABORATION DES VIANDES,1,SERENT,56460,1,3
56.246.001,SOCIETE LAITIERE DE PONTIVY,1,LE SOURN,56300,1,1
56.246.004,STEF LOGISTIQUE BRETAGNE SUD - STEF,1,LE SOURN,56300,1,1
56.246.008,SALAISONS CELTIQUES,1,LE SOURN,56300,1,2
56.246.012,SOCIETE LAITIERE DU BLAVET,1,LE SOURN,56300,1,1
56.247.002,A.B.TECHNOLOGIES ALIMENTAIRES,1,SULNIAC,56250,1,1
56.251.005,MICHARD,1,THEIX-NOYALO,56450,1,1
56.257.001,SOCIETE DES VIANDES DU PORHOET,1,LA TRINITE-PORHOET,56490,1,3
56.260.001,STEF / STEF LOGISTIQUE BRETAGNE SUD - STEF,2,VANNES,56000,1,2
56.260.008,STEF TRANSPORT VANNES,1,VANNES,56000,1,1
56.260.031,KENTY,1,VANNES,56000,1,1
56.260.033,METRO FRANCE,1,VANNES,56000,1,1
56.260.037,SOCIETE ARMOR FRUITS,1,VANNES,56000,1,1
56.260.047,CHAMBRE DE METIERS ET DE L'ARTISANAT,1,VANNES,56008,1,1
56.260.065,SELECTION VIANDE DISTRIBUTION,1,VANNES,56000,1,2
56.261.001,GALLIANCE ELABORES,1,LA VRAIE-CROIX,56250,1,1
57.020.003,PAYOT CHRISTIAN,1,ANCERVILLE,57580,1,1
57.032.001,CHARCU-PAC LES PROVINCES,1,ARS-SUR-MOSELLE,57130,1,2
57.097.002,VOLADOR,1,BOULAY-MOSELLE,57220,1,1
57.132.001,EURIAL ULTRA FRAIS,1,CHATEAU-SALINS,57170,1,1
57.150.001,GAEC LPBC,1,CONDE-NORTHEN,57220,1,1
57.160.001,CHARCULOR,1,CREUTZWALD,57150,1,3
57.186.005,ERB PATRICK,1,EBERSVILLER,57320,1,1
57.193.016,MAISON CASSANO RIBEIREX NOUVELLE SARL,1,ENNERY,57365,1,1
57.193.024,MICHEL LOGISTIQUE,1,ENNERY,57365,1,1
57.211.002,TRANSPORTS RENE MADRIAS,1,FEVES,57280,1,1
57.227.005,CASH'RESTOLOR,1,FOLKLING,57600,1,1
57.227.008,VAN HEES,1,FOLKLING,57600,1,1
57.232.014,VENAISON DE LA TENSCH,1,FRANCALTROFF,57670,1,2
57.233.010,GAEC DES SAULES,1,FRAQUELFING,57790,1,1
57.289.026,EURO TEK FRANCE,1,HAMBACH,57910,1,3
57.422.001,MARCOTULLIO RECEPTIONS FRANCE,1,LOUVIGNY,57420,1,1
57.428.002,RASA,1,MACHEREN,57730,1,1
57.441.002,S.N.P.R. - PRODUITS RAYMOND,1,MANOM,57100,1,1
57.447.020,DANONE PRODUITS FRAIS FRANCE,1,MARLY,57155,1,1
57.447.078,LES ELEVEURS DE LA CHEVILLOTTE,1,MARLY,57155,1,2
57.463.001,CHARAL,1,METZ,57050,1,4
57.463.003,PRODIME,1,METZ,57070,1,1
57.463.008,SODABO,1,METZ,57050,1,2
57.463.022,LODIAL,1,METZ,57070,1,1
57.463.024,SYSCO FRANCE SAS - DAVIGEL SURGELES,1,METZ,57000,1,1
57.463.052,MARMARA SARL,1,METZ,57000,1,2
57.463.156,METRO CASH & CARRY FRANCE / METRO FRANCE,2,METZ,57050,1,2
57.463.161,STEF LOGISTIQUE SAINT - DIZIER,1,METZ,57050,1,1
57.463.642,AL BARAKA,1,METZ,57050,1,1
57.463.928,GAL VIANDES SARL,1,METZ,57050,1,1
57.479.001,SARL AUBERGE DE LA KLAUSS,1,MONTENACH,57480,1,2
57.480.027,SOCIETE DIBACS,1,MONTIGNY-LES-METZ,57950,1,1
57.482.006,ETLIN SERVICE FRAIS,1,OGY-MONTOY-FLANVILLE,57645,1,1
57.487.002,STEF LOGISTIQUE MOULINS LES METZ,1,MOULINS-LES-METZ,57160,1,1
57.487.003,STEF TRANSPORT METZ,1,MOULINS-LES-METZ,57160,1,1
57.511.004,MONDIAL DONER KEBAP,1,NORROY-LE-VENEUR,57140,1,1
57.511.007,HEINTZ PRIMEURS,1,NORROY-LE-VENEUR,57140,1,1
57.511.008,F.P.M SARL,1,NORROY-LE-VENEUR,57140,1,1
57.517.001,LES DELICES D'EIDER,1,OBERGAILBACH,57720,1,2
57.535.001,GAEC DE BEAU PRINTEMPS,1,PETIT-REDERCHING,57410,1,1
57.630.002,SOC DE L'ABATTOIR DU PAYS DE SARREBOUR,1,SARREBOURG,57400,1,2
57.630.009,A LA SOURCE,1,SARREBOURG,57400,1,2
57.630.013,MAITRE PIERRE - LA FLAM,1,SARREBOURG,57400,1,1
57.630.014,SOCOPA VIANDES,1,SARREBOURG,57400,1,1
57.630.169,M'3S - PROMOCASH AVEC VOUS,1,SARREBOURG,57400,1,1
57.631.300,SPL ABATTOIR DU PAYS DE SARREGUEMINES,1,SARREGUEMINES,57200,1,2
57.645.001,ALSALOR,1,SEMECOURT,57280,1,1
57.666.026,SARL LES ROTISSERIES NOUVELLES,1,TERVILLE,57180,1,1
57.672.004,SOCIETE DES BOUCHERIES MORIN,1,THIONVILLE,57100,1,2
57.672.434,DAGAKO SARL - PROMOCASH,1,THIONVILLE,57100,1,1
57.698.001,PRO A PRO DISTRIBUTION NORD,1,VATIMONT,57580,1,1
57.706.001,FROMAGERIE DU PAYS WELSCHE,1,VERGAVILLE,57260,1,1
57.750.001,SAS AUX GOUTS DE NOS TERRES,1,WOELFLING-LES-SARREGUEMINES,57200,1,1
57.751.093,SOCIETE JEAN-CHARLES,1,WOIPPY,57140,1,4
58.010.001,FERNAND DUSSERT,1,ARLEUF,58430,1,1
58.079.005,MORVAN CHARCUTERIES SALAISONS,1,CLAMECY,58500,1,1
58.083.005,SICAREV,1,CORBIGNY,58800,1,2
58.086.005,IMPERY PERE ET FILS,1,COSNE-COURS-SUR-LOIRE,58200,1,2
58.086.009,COSNE ABATTOIRS DU HAUT VAL DE LOIRE,1,COSNE-COURS-SUR-LOIRE,58200,1,3
58.101.001,SARL WATTERLOT VIANDES,1,DOMPIERRE-SUR-NIEVRE,58350,1,3
58.102.003,FOIE GRAS COUDRAY OZBOLT,1,DONZY,58220,1,3
58.149.001,SYND INTERCOM ABATTOIR DU SUD MORVAN,1,LUZY,58170,1,2
58.149.003,NRB,1,LUZY,58170,1,1
58.160.001,PAVIOLA,1,MARZY,58180,1,1
58.160.002,ASSOC PROMO APPRENTI POLYVALEN,1,MARZY,58180,1,2
58.199.001,TERRINES DU MORVAN,1,ONLAY,58370,1,1
58.218.002,SAS LEBALLEUR - LA CERISE SUR LE COCHON,1,PREMERY,58700,1,1
58.232.001,AU PANIER DES AMOGNES,1,SAINT-BENIN-D'AZY,58270,1,1
59.009.002,SOCIETE ANONYME GERARD MEPLON,1,VILLENEUVE-D'ASCQ,59650,1,2
59.011.001,RAOUL DESCHILDRE SA,1,ANNOEULLIN,59112,1,4
59.011.002,SARL DESCAMPS,1,ANNOEULLIN,59112,1,1
59.022.101,LA FIRMA,1,ATTICHES,59551,1,1
59.032.001,LE PATUREUR,1,AULNOY-LEZ-VALENCIENNES,59300,1,1
59.032.002,BRUNET - PROMOCASH,1,AULNOY-LEZ-VALENCIENNES,59300,1,1
59.033.002,AULD'Y VIANDES,1,AULNOYE-AYMERIES,59620,1,4
59.034.001,SALAISONS DES BELIERS,1,AVELIN,59710,1,1
59.043.001,SOCIETE OVINE FLANDRES ARTOIS,1,BAILLEUL,59270,1,1
59.080.002,FERME DE L'ERMITAGE,1,BEUVRY-LA-FORET,59310,1,1
59.080.101,PIGEONORD HAUTS DE FRANCE,1,ORCHIES,59310,1,4
59.088.103,NOROCEAN,1,BOIS-GRENIER,59280,1,1
59.088.105,DOMAINE DU GOURMET,1,BOIS-GRENIER,59280,1,1
59.088.200,ALDI MARCHE BOIS GRENIER,1,BOIS-GRENIER,59280,1,1
59.090.001,SOCIETE INDUSTRIELLE DE BONDUES,1,BONDUES,59910,1,1
59.090.201,VDB ACTI PARC,1,BONDUES,59910,1,1
59.093.030,ROSELEUR,1,BOULOGNE-SUR-HELPE,59440,1,1
59.128.002,SA MOUILLE MICHEL,1,CAPINGHEM,59160,2,2
59.131.106,MAISON ESPITALIER GARCIA,1,CAPPELLE-LA-GRANDE,59180,1,3
59.131.201,SARL TIBANNE - PROMOCASH AVEC VOUS,1,CAPPELLE-LA-GRANDE,59180,1,1
59.136.200,MAXIMO,1,LE CATEAU-CAMBRESIS,59360,1,1
59.139.001,SOC PRODUITS ALIMENT CAUDRY,1,CAUDRY,59540,1,1
59.145.001,SOCIETE LESAGE & FILS,1,CHEMY,59147,1,5
59.152.002,MAISON DAHRENE LABORATOIRE,1,COMINES,59560,1,1
59.152.003,ISLA GOURMET,1,COMINES,59560,1,1
59.155.201,SOGETRA SOC,1,COUDEKERQUE-BRANCHE,59210,1,1
59.163.001,FRAIS POULET,1,CROIX,59170,1,1
59.165.001,EPICEA,1,CUINCY,59553,1,1
59.165.140,MOUY CHRISTIAN,1,CUINCY,59553,1,1
59.178.001,DOUAISIENNE D ABATTAGE,1,DOUAI,59500,1,1
59.178.002,MONDIAL VIANDE SERVICE SA,1,DOUAI,59500,1,2
59.178.003,LES SALAISONS DU DOUESY,1,DOUAI,59500,1,1
59.178.009,ETS PRUVOST LEROY,1,DOUAI,59500,1,1
59.178.011,ETS PRUVOST LEROY,1,DOUAI,59500,1,1
59.178.205,SOCIETE JULIEN LORTHOIS,1,DOUAI,59500,1,1
59.178.206,DUPUIS J-J,1,DOUAI,59500,1,1
59.183.002,CHARCUTERIE DES FLANDRES / CHARCUTERIE DES FLANDRES LOCKS,2,DUNKERQUE,59640,1,4
59.183.004,SOFRILOG,1,DUNKERQUE,59640,1,1
59.183.005,KALIFRAIS,1,DUNKERQUE,59640,1,1
59.210.200,AGRIFREEZ,1,ESQUELBECQ,59470,1,1
59.211.100,DU PETIT VILLAGE,1,ESQUERCHIN,59553,1,1
59.225.104,GROUPE BIGARD / GROUPE BIGARD - BIGARD FEIGNIES,2,FEIGNIES,59750,1,3
59.247.002,DELBE TRAITEUR,1,FOREST-SUR-MARQUE,59510,1,1
59.252.100,SOC COOP AGRI PANIER VERT CROIX AU BOI / SOCIETE COOPERATIVE AGRICOLE AU PANIER VERT,2,FRELINGHIEN,59236,2,4
59.256.001,L ATELIER,1,FRETIN,59273,1,1
59.256.108,STEF TRANSPORT LESQUIN,1,FRETIN,59273,1,1
59.256.109,STEF LOGISTIQUE LESQUIN,1,FRETIN,59273,1,1
59.271.001,SOC DE TRANSFORMATION ALIMENTAIRE,1,GRANDE-SYNTHE,59760,1,3
59.295.102,BOIZET NORD - BOIZET JAMBONS,1,HAZEBROUCK,59190,1,1
59.343.001,MARCOVA,1,LESQUIN,59810,1,1
59.343.030,PROLAIDIS,1,LESQUIN,59810,1,1
59.350.003,SA MARCHE DES VIANDES ET ABATS / SA MARCHE DES VIANDES ET ABATS - GARCONS BOUCHERS,2,LILLE,59160,1,3
59.350.010,CAMPUS PRO,1,LILLE,59260,1,1
59.350.042,SYSCO FRANCE SAS,1,LILLE,59160,1,1
59.350.293,PRODUITS LAITIERS KLL,1,LILLE,59000,1,1
59.355.004,OPTIMEAT,1,LILLE,59160,1,1
59.355.005,SOFRILOG,1,LILLE,59160,1,1
59.355.010,METRO CASH & CARRY FRANCE / METRO FRANCE,2,LILLE,59160,1,2
59.355.104,LILLE VOLAILLES,1,LILLE,59160,1,3
59.355.123,SARL BOUCHERIE DISTRIBUTION,1,LILLE,59160,1,1
59.355.202,FRANCE NORD DISTRIBUTION,1,LILLE,59160,1,1
59.355.203,SUPERMARCHES MATCH,1,LILLE,59160,1,1
59.359.001,NORFRIGO - NORFRIGO 10,1,LOON-PLAGE,59279,1,1
59.359.002,24H FROST,1,LOON-PLAGE,59279,1,1
59.359.200,DUNCOLD - DUNFROST-DUNFRESH,1,LOON-PLAGE,59279,1,1
59.360.001,SOCOVOL SARL,1,LOOS,59120,1,1
59.363.030,LEBEAU,1,LOUVIGNIES-QUESNOY,59530,1,1
59.378.001,FLUNCH TRAITEUR,1,MARCQ-EN-BAROEUL,59700,1,1
